Conference,Year,Title,Author,Affiliation
ICLR,2018,TRAINING GENERATIVE ADVERSARIAL NETWORKS VIA PRIMAL-DUAL SUBGRADIENT METHODS: A LAGRANGIAN PERSPECTIVE ON GAN,Xu Chen,Northwestern University
ICLR,2018,TRAINING GENERATIVE ADVERSARIAL NETWORKS VIA PRIMAL-DUAL SUBGRADIENT METHODS: A LAGRANGIAN PERSPECTIVE ON GAN,Jiang Wang,Google
ICLR,2018,TRAINING GENERATIVE ADVERSARIAL NETWORKS VIA PRIMAL-DUAL SUBGRADIENT METHODS: A LAGRANGIAN PERSPECTIVE ON GAN,Hao Ge,None
ICLR,2018,Implicit Causal Models for Genome-wide Association Studies,Dustin Tran,None
ICLR,2018,Implicit Causal Models for Genome-wide Association Studies,David Blei,None
ICLR,2018,Unsupervised Cipher Cracking Using Discrete GANs,Aidan Gomez,"Department of Computer Science, University of Toronto"
ICLR,2018,Unsupervised Cipher Cracking Using Discrete GANs,Sheldon Huang,University of Toronto
ICLR,2018,Unsupervised Cipher Cracking Using Discrete GANs,Ivan Zhang,University of Toronto
ICLR,2018,Unsupervised Cipher Cracking Using Discrete GANs,Bryan M Li,"Department of Computer Science, University of Toronto"
ICLR,2018,Unsupervised Cipher Cracking Using Discrete GANs,Muhammad Osama,"Department of Computer Science, University of Toronto"
ICLR,2018,Unsupervised Cipher Cracking Using Discrete GANs,Lukasz Kaiser,Google
ICLR,2018,Semantically Decomposing the Latent Spaces of Generative Adversarial Networks,Chris Donahue,UC San Diego
ICLR,2018,Semantically Decomposing the Latent Spaces of Generative Adversarial Networks,Zachary Lipton,Carnegie Mellon University
ICLR,2018,Semantically Decomposing the Latent Spaces of Generative Adversarial Networks,Akshay Balsubramani,"University of California, San Diego"
ICLR,2018,Semantically Decomposing the Latent Spaces of Generative Adversarial Networks,Julian McAuley,UC San Diego
ICLR,2018,Not-So-Random Features,Brian Bullins,Princeton University
ICLR,2018,Not-So-Random Features,Cyril Zhang,Yale University
ICLR,2018,Not-So-Random Features,Yi Zhang,Princeton University
ICLR,2018,A Bayesian Perspective on Generalization and Stochastic Gradient Descent,Samuel Smith,Google
ICLR,2018,A Bayesian Perspective on Generalization and Stochastic Gradient Descent,Quoc V Le,Google
ICLR,2018,Memorization Precedes Generation: Learning Unsupervised GANs with Memory Networks,영진 Kim,Seoul National University
ICLR,2018,Memorization Precedes Generation: Learning Unsupervised GANs with Memory Networks,Minjung Kim,Seoul National University
ICLR,2018,Memorization Precedes Generation: Learning Unsupervised GANs with Memory Networks,Gunhee Kim,"Seoul National University, rippleAI"
ICLR,2018,Reinforcement Learning Algorithm Selection,Romain Laroche,Microsoft Research
ICLR,2018,Reinforcement Learning Algorithm Selection,Raphaël Féraud,Orange Labs
ICLR,2018,Improving GANs Using Optimal Transport,Tim Salimans,OpenAI
ICLR,2018,Improving GANs Using Optimal Transport,Han Zhang,"Rutgers, the state university of New Jersey"
ICLR,2018,Improving GANs Using Optimal Transport,Alec Radford,OpenAI
ICLR,2018,Improving GANs Using Optimal Transport,Dimitris Metaxas,None
ICLR,2018,Efficient Sparse-Winograd Convolutional Neural Networks,Xingyu Liu,Stanford University
ICLR,2018,Efficient Sparse-Winograd Convolutional Neural Networks,Jeff Pool,NVIDIA
ICLR,2018,Efficient Sparse-Winograd Convolutional Neural Networks,song han,Stanford University
ICLR,2018,Efficient Sparse-Winograd Convolutional Neural Networks,Bill Dally,NVIDIA & Stanford
ICLR,2018,Progressive Reinforcement Learning with Distillation for Multi-Skilled Motion Control,Glen Berseth,University of British Columbia
ICLR,2018,Progressive Reinforcement Learning with Distillation for Multi-Skilled Motion Control,Cheng Xie,University of British Columbia
ICLR,2018,Progressive Reinforcement Learning with Distillation for Multi-Skilled Motion Control,Paul Cernek,University of British Columbia
ICLR,2018,Progressive Reinforcement Learning with Distillation for Multi-Skilled Motion Control,Michiel van de Panne,University of British Columbia
ICLR,2018,An Online Learning Approach to Generative Adversarial Networks,Paulina Grnarova,ETH Zürich
ICLR,2018,An Online Learning Approach to Generative Adversarial Networks,Kfir Y Levy,Swiss Federal Institute of Technology
ICLR,2018,An Online Learning Approach to Generative Adversarial Networks,Aurelien Lucchi,Swiss Federal Institute of Technology
ICLR,2018,An Online Learning Approach to Generative Adversarial Networks,Thomas Hofmann,None
ICLR,2018,An Online Learning Approach to Generative Adversarial Networks,Andreas Krause,Swiss Federal Institute of Technology
ICLR,2018,Espresso: Efficient Forward Propagation for Binary Deep Neural Networks,Fabrizio Pedersoli,University of Victoria
ICLR,2018,Espresso: Efficient Forward Propagation for Binary Deep Neural Networks,George Tzanetakis,None
ICLR,2018,Espresso: Efficient Forward Propagation for Binary Deep Neural Networks,Andrea Tagliasacchi,University of Victoria
ICLR,2018,Learning Wasserstein Embeddings,Nicolas Courty,None
ICLR,2018,Learning Wasserstein Embeddings,Rémi Flamary,Université Côte d'Azur
ICLR,2018,Learning Wasserstein Embeddings,Mélanie Ducoffe,LABORATOIRE I3S UMR7271 CNRS
ICLR,2018,Towards Neural Phrase-based Machine Translation,Po-Sen Huang,Microsoft Research
ICLR,2018,Towards Neural Phrase-based Machine Translation,Chong Wang,Google
ICLR,2018,Towards Neural Phrase-based Machine Translation,Sitao Huang,University of Illinois at Urbana-Champaign
ICLR,2018,Towards Neural Phrase-based Machine Translation,Dengyong Zhou,None
ICLR,2018,Towards Neural Phrase-based Machine Translation,Li Deng,Citadel
ICLR,2018,Noisy Networks For Exploration,Meire Fortunato,DeepMind
ICLR,2018,Noisy Networks For Exploration,Mohammad Gheshlaghi Azar,DeepMind
ICLR,2018,Noisy Networks For Exploration,Bilal Piot,DeepMind
ICLR,2018,Noisy Networks For Exploration,Jacob Menick,None
ICLR,2018,Noisy Networks For Exploration,Matteo Hessel,DeepMind
ICLR,2018,Noisy Networks For Exploration,Ian Osband,Stanford University
ICLR,2018,Noisy Networks For Exploration,Alex Graves,None
ICLR,2018,Noisy Networks For Exploration,Volodymyr Mnih,None
ICLR,2018,Noisy Networks For Exploration,Remi Munos,DeepMind
ICLR,2018,Noisy Networks For Exploration,Demis Hassabis,None
ICLR,2018,Noisy Networks For Exploration,Olivier Pietquin,Université Lille 1
ICLR,2018,Noisy Networks For Exploration,Charles Blundell,None
ICLR,2018,Noisy Networks For Exploration,Shane Legg,DeepMind
ICLR,2018,Unsupervised Learning of Goal Spaces for Intrinsically Motivated Goal Exploration,Alexandre Péré,INRIA
ICLR,2018,Unsupervised Learning of Goal Spaces for Intrinsically Motivated Goal Exploration,Sébastien Forestier,Université de Bordeaux
ICLR,2018,Unsupervised Learning of Goal Spaces for Intrinsically Motivated Goal Exploration,Olivier Sigaud,Sorbonne University
ICLR,2018,Unsupervised Learning of Goal Spaces for Intrinsically Motivated Goal Exploration,Pierre-Yves Oudeyer,Inria
ICLR,2018,Deep Learning and Quantum Entanglement: Fundamental Connections with Implications to Network Design,Yoav Levine,Hebrew University of Jerusalem
ICLR,2018,Deep Learning and Quantum Entanglement: Fundamental Connections with Implications to Network Design,David Yakira,None
ICLR,2018,Deep Learning and Quantum Entanglement: Fundamental Connections with Implications to Network Design,Nadav Cohen,Institute for Advanced Study
ICLR,2018,Deep Learning and Quantum Entanglement: Fundamental Connections with Implications to Network Design,Amnon Shashua,Hebrew University of Jerusalem
ICLR,2018,Training wide residual networks for deployment using a single bit for each weight,Mark D. McDonnell,University of South Australia
ICLR,2018,Skip RNN: Learning to Skip State Updates in Recurrent Neural Networks,Víctor Campos,Barcelona Supercomputing Center (BSC)
ICLR,2018,Skip RNN: Learning to Skip State Updates in Recurrent Neural Networks,Brendan Jou,Google
ICLR,2018,Skip RNN: Learning to Skip State Updates in Recurrent Neural Networks,Xavi Giro-i-Nieto,UPC Barcelona
ICLR,2018,Skip RNN: Learning to Skip State Updates in Recurrent Neural Networks,Jordi Torres,Barcelona Supercomputing Center
ICLR,2018,Skip RNN: Learning to Skip State Updates in Recurrent Neural Networks,Shih-Fu Chang,None
ICLR,2018,Recasting Gradient-Based Meta-Learning as Hierarchical Bayes,Erin Grant,UC Berkeley
ICLR,2018,Recasting Gradient-Based Meta-Learning as Hierarchical Bayes,Chelsea Finn,University of California Berkeley
ICLR,2018,Recasting Gradient-Based Meta-Learning as Hierarchical Bayes,Sergey Levine,UC Berkeley
ICLR,2018,Recasting Gradient-Based Meta-Learning as Hierarchical Bayes,Trevor Darrell,UC Berkeley
ICLR,2018,Recasting Gradient-Based Meta-Learning as Hierarchical Bayes,Thomas L Griffiths,Brown University
ICLR,2018,Learning Discrete Weights Using the Local Reparameterization Trick,Oran Shayer,Technion - Israel Institute of Technology
ICLR,2018,Learning Discrete Weights Using the Local Reparameterization Trick,Dan Levi,None
ICLR,2018,Learning Discrete Weights Using the Local Reparameterization Trick,Ethan Fetaya,University of Toronto
ICLR,2018,Regularizing and Optimizing LSTM Language Models,Stephen Merity,Salesforce Research
ICLR,2018,Regularizing and Optimizing LSTM Language Models,Nitish Keskar,Salesforce Research
ICLR,2018,Regularizing and Optimizing LSTM Language Models,richard socher,SalesForce.com
ICLR,2018,Active Neural Localization,Devendra Singh Chaplot,Carnegie Mellon University
ICLR,2018,Active Neural Localization,Emilio Parisotto,Carnegie Mellon University
ICLR,2018,Active Neural Localization,,None
ICLR,2018,Memory Augmented Control Networks,Arbaaz Khan,University of Pennsylvania
ICLR,2018,Memory Augmented Control Networks,Clark Zhang,University Of Pennsylvania
ICLR,2018,Memory Augmented Control Networks,Nikolay Atanasov,None
ICLR,2018,Memory Augmented Control Networks,Konstantinos Karydis,None
ICLR,2018,Memory Augmented Control Networks,Vijay Kumar,None
ICLR,2018,Memory Augmented Control Networks,Daniel D Lee,None
ICLR,2018,Learning how to explain neural networks: PatternNet and PatternAttribution,Pieter-Jan Kindermans,Google
ICLR,2018,Learning how to explain neural networks: PatternNet and PatternAttribution,Kristof T Schütt,Technische Universität Berlin
ICLR,2018,Learning how to explain neural networks: PatternNet and PatternAttribution,Maximilian Alber,None
ICLR,2018,Learning how to explain neural networks: PatternNet and PatternAttribution,Klaus R Muller,None
ICLR,2018,Learning how to explain neural networks: PatternNet and PatternAttribution,Dumitru Erhan,Google Brain
ICLR,2018,Learning how to explain neural networks: PatternNet and PatternAttribution,Been Kim,Google Brain
ICLR,2018,Learning how to explain neural networks: PatternNet and PatternAttribution,Sven Dähne,None
ICLR,2018,A New Method of Region Embedding for Text Classification,Chao Qiao,"Beijing Bytedance Network Technology Co., Ltd."
ICLR,2018,A New Method of Region Embedding for Text Classification,Bo Huang,Zhizhesihai (Beijing) Technology Limited
ICLR,2018,A New Method of Region Embedding for Text Classification,Guocheng Niu,"Beijing Baidu Netcom Science and Technology Co.,Ltd."
ICLR,2018,A New Method of Region Embedding for Text Classification,daren li,None
ICLR,2018,A New Method of Region Embedding for Text Classification,daxiang dong,None
ICLR,2018,A New Method of Region Embedding for Text Classification,wei he,None
ICLR,2018,A New Method of Region Embedding for Text Classification,Dianhai Yu,Baidu Inc.
ICLR,2018,A New Method of Region Embedding for Text Classification,hua wu,None
ICLR,2018,Distributed Fine-tuning of Language Models on Private Data,Vadim Popov,Samsung R&D Institute Russia
ICLR,2018,Distributed Fine-tuning of Language Models on Private Data,Mikhail Kudinov,Samsung R&D Center Russia
ICLR,2018,Distributed Fine-tuning of Language Models on Private Data,Irina Piontkovskaya,None
ICLR,2018,Distributed Fine-tuning of Language Models on Private Data,Petr Vytovtov,Samsung R&D Institute Russia
ICLR,2018,Distributed Fine-tuning of Language Models on Private Data,Alex Nevidomsky,Samsung R&D Institute Russia
ICLR,2018,Automatically Inferring Data Quality for Spatiotemporal Forecasting,Sungyong Seo,University of Southern California
ICLR,2018,Automatically Inferring Data Quality for Spatiotemporal Forecasting,Arash Mohegh,None
ICLR,2018,Automatically Inferring Data Quality for Spatiotemporal Forecasting,George Ban-Weiss,None
ICLR,2018,Automatically Inferring Data Quality for Spatiotemporal Forecasting,Yan Liu,None
ICLR,2018,Empirical Risk Landscape Analysis for Understanding Deep Neural Networks,Pan Zhou,National University of Singapore
ICLR,2018,Empirical Risk Landscape Analysis for Understanding Deep Neural Networks,Jiashi Feng,None
ICLR,2018,Empirical Risk Landscape Analysis for Understanding Deep Neural Networks,Pan Zhou,National University of Singapore
ICLR,2018,Decoupling the Layers in Residual Networks,Ricky Fok,York University
ICLR,2018,Decoupling the Layers in Residual Networks,Aijun An,York University
ICLR,2018,Decoupling the Layers in Residual Networks,Zana Rashidi,York University
ICLR,2018,Decoupling the Layers in Residual Networks,Xiaogang Wang,None
ICLR,2018,Learning to cluster in order to transfer across domains and tasks,Yen-Chang Hsu,Georgia Institute of Technology
ICLR,2018,Learning to cluster in order to transfer across domains and tasks,Zhaoyang Lv,Georgia Institute of Technology
ICLR,2018,Learning to cluster in order to transfer across domains and tasks,Zsolt Kira,Georgia Tech
ICLR,2018,Natural Language Inference over Interaction Space,Yichen Gong,New York University
ICLR,2018,Natural Language Inference over Interaction Space,Heng Luo,Horizon Robotics Inc.
ICLR,2018,Natural Language Inference over Interaction Space,Jian Zhang,"Horizon Robotics, Inc."
ICLR,2018,Consequentialist conditional cooperation in social dilemmas with imperfect information,Alex Peysakhovich,Yale University
ICLR,2018,Consequentialist conditional cooperation in social dilemmas with imperfect information,Adam Lerer,Facebook AI Research
ICLR,2018,SMASH: One-Shot Model Architecture Search through HyperNetworks,Andrew Brock,Edinburgh Centre for Robotics
ICLR,2018,SMASH: One-Shot Model Architecture Search through HyperNetworks,Theo Lim,None
ICLR,2018,SMASH: One-Shot Model Architecture Search through HyperNetworks,James Ritchie,None
ICLR,2018,SMASH: One-Shot Model Architecture Search through HyperNetworks,Nick Weston,Heriot-Watt University
ICML,2017,Decoupled Neural Interfaces using Synthetic Gradients,Max Jaderberg,DeepMind
ICML,2017,Decoupled Neural Interfaces using Synthetic Gradients,Wojciech Czarnecki,DeepMind
ICML,2017,Decoupled Neural Interfaces using Synthetic Gradients,Simon Osindero,DeepMind
ICML,2017,Decoupled Neural Interfaces using Synthetic Gradients,Oriol Vinyals,DeepMind
ICML,2017,Decoupled Neural Interfaces using Synthetic Gradients,Alex Graves,DeepMind
ICML,2017,Decoupled Neural Interfaces using Synthetic Gradients,David Silver,Google DeepMind
ICML,2017,Decoupled Neural Interfaces using Synthetic Gradients,koray kavukcuoglu,DeepMind
ICML,2017,PixelCNN Models with Auxiliary Variables for Natural Image Modeling,Alexander Kolesnikov,IST Austria
